Record ID,Teacher Id,Assigned Hours,Course code,Reported Hours
A3766,19761009-0055,120,I-1510,100
A3767,19560705-0025,280,I-1511,266
A3768,19790717-0045,100,I-1511,99
A3769,19911025-0091,120,I-1511,135
A3770,19561222-0030,280,I-1512,290
A3771,19750906-0032,140,I-1512,153
A3772,19900520-0063,100,I-1512,92
A3773,19600905-0003,260,I-1513,272
A3774,19780815-0047,100,I-1513,89
A3775,19690917-0022,240,I-1514,257
A3776,19750906-0032,140,I-1514,132
A3777,19920320-0121,120,I-1514,116
A3778,19600529-0021,280,I-1515,264
A3779,19750220-0037,140,I-1515,128
A3780,19600814-0002,240,I-1516,252
A3781,19750331-0036,120,I-1516,125
A3782,19620522-0023,260,I-1517,244
A3783,19750512-0043,140,I-1517,151
A3784,19600905-0003,280,I-1518,287
A3785,19760524-0046,140,I-1518,154
A3786,19580218-0007,240,I-1519,230
A3787,19750220-0037,100,I-1519,84
A3788,19900128-0095,140,I-1519,121
A3789,19600529-0021,260,I-1520,254
A3790,19750122-0056,140,I-1520,130
A3791,19580218-0007,240,I-1521,222
A3792,19750417-0051,120,I-1521,111
A3793,19570826-0012,240,I-1522,229
A3794,19790708-0041,100,I-1522,103
A3795,19910122-0077,140,I-1522,139
A3796,19560705-0025,240,I-1523,234
A3797,19770713-0042,120,I-1523,139
A3798,19920217-0098,120,I-1523,135
A3799,19610918-0027,260,I-1524,250
A3800,19781217-0053,120,I-1524,140
A3801,19901108-0087,140,I-1524,128
A3802,19640220-0029,280,I-1525,270
A3803,19760524-0046,120,I-1525,124
A3804,19900124-0064,100,I-1525,116
A3805,19570828-0008,240,I-1526,227
A3806,19750220-0037,140,I-1526,137
A3807,19910327-0096,100,I-1526,98
A3808,19610623-0005,260,I-1527,274
A3809,19750220-0037,140,I-1527,148
A3810,19910214-0084,120,I-1527,133
A3811,19601021-0018,280,I-1528,261
A3812,19750906-0032,100,I-1528,97
A3813,19920122-0065,140,I-1528,126
A3814,19570826-0012,240,I-1529,253
A3815,19750906-0032,140,I-1529,148
A3816,19560612-0010,260,I-1530,263
A3817,19790426-0049,120,I-1530,126
A3818,19561222-0030,260,I-1531,275
A3819,19781217-0053,100,I-1531,90
A3820,19610620-0006,260,I-1532,273
A3821,19750122-0056,100,I-1532,90
A3822,19601021-0018,260,I-1533,262
A3823,19790426-0049,120,I-1533,116
A3824,19900201-0074,140,I-1533,128
A3825,19620522-0023,280,I-1534,261
A3826,19750512-0043,120,I-1534,108
A3827,19690408-0009,260,I-1535,259
A3828,19790708-0041,140,I-1535,155
A3829,19920505-0115,100,I-1535,115
A3830,19680712-0028,280,I-1536,269
A3831,19750417-0051,120,I-1536,135
A3832,19920226-0075,140,I-1536,148
A3833,19590129-0004,280,I-1537,282
A3834,19781217-0053,120,I-1537,126
A3835,19910421-0067,100,I-1537,90
A3836,19610620-0006,240,I-1538,257
A3837,19750512-0043,120,I-1538,111
A3838,19901029-0071,140,I-1538,120
A3839,19650303-0019,240,I-1539,235
A3840,19750220-0037,100,I-1539,81
A3841,19580515-0017,280,I-1540,293
A3842,19761020-0044,120,I-1540,140
A3843,19901108-0087,120,I-1540,120
A3844,19580515-0017,280,I-1541,298
A3845,19750722-0060,100,I-1541,80
A3846,19900902-0114,140,I-1541,151
A3847,19690513-0015,260,I-1542,247
A3848,19750331-0036,120,I-1542,112
A3849,19640414-0013,240,I-1543,221
A3850,19750102-0059,100,I-1543,113
A3851,19910820-0078,120,I-1543,114
A3852,19690513-0015,240,I-1544,252
A3853,19760524-0046,120,I-1544,130
A3854,19590129-0004,240,I-1545,230
A3855,19790426-0049,120,I-1545,128
A3856,19930326-0132,100,I-1545,80
A3857,19620522-0023,280,I-1546,282
A3858,19760108-0050,120,I-1546,114
A3859,19650303-0019,280,I-1547,287
A3860,19761020-0044,100,I-1547,110
A3861,19930906-0110,100,I-1547,84
A3862,19610620-0006,240,I-1548,252
A3863,19750122-0056,120,I-1548,117
A3864,19900902-0090,100,I-1548,119
A3865,19680712-0028,240,I-1549,253
A3866,19781125-0031,120,I-1549,110
A3867,19580218-0007,280,I-1550,278
A3868,19760108-0050,140,I-1550,139
A3869,19920828-0070,120,I-1550,121
A3870,19560705-0025,280,I-1551,270
A3871,19750122-0056,100,I-1551,83
A3872,19610623-0005,280,I-1552,267
A3873,19781130-0054,100,I-1552,87
A3874,19900909-0123,100,I-1552,92
A3875,19560705-0025,280,I-1553,286
A3876,19780602-0035,120,I-1553,131
A3877,19650303-0019,280,I-1554,298
A3878,19760524-0046,120,I-1554,134
A3879,19560705-0025,280,I-1555,278
A3880,19790708-0041,100,I-1555,87
A3881,19910921-0136,140,I-1555,156
A3882,19610918-0027,240,I-1556,235
A3883,19780317-0052,100,I-1556,82
A3884,19930512-0117,120,I-1556,120
A3885,19600814-0002,260,I-1557,252
A3886,19760524-0046,140,I-1557,135
A3887,19650303-0019,260,I-1558,243
A3888,19761020-0044,120,I-1558,134
A3889,19560812-0016,260,I-1559,261
A3890,19790618-0048,140,I-1559,129
A3891,19680712-0028,260,I-1560,256
A3892,19750122-0056,120,I-1560,115
A3893,19930906-0110,140,I-1560,143
A3894,19620831-0024,240,I-1561,243
A3895,19780424-0057,120,I-1561,109
A3896,19920122-0065,120,I-1561,131
A3897,19690513-0015,280,I-1562,268
A3898,19761009-0055,120,I-1562,109
A3899,19620831-0024,240,I-1563,249
A3900,19750417-0051,140,I-1563,129
A3901,19910927-0128,120,I-1563,126
A3902,19611219-0014,260,I-1564,251
A3903,19790702-0038,140,I-1564,136
A3904,19630126-0001,260,I-1565,276
A3905,19780815-0047,120,I-1565,113
A3906,19570615-0011,240,I-1566,221
A3907,19760108-0050,120,I-1566,130
A3908,19560812-0016,260,I-1567,263
A3909,19790426-0049,140,I-1567,151
A3910,19930512-0117,100,I-1567,89
A3911,19680712-0028,240,I-1568,260
A3912,19761024-0034,100,I-1568,95
A3913,19900430-0112,140,I-1568,126
A3914,19600529-0021,260,I-1569,249
A3915,19790717-0045,100,I-1569,99
A3916,19930221-0139,120,I-1569,136
A3917,19630126-0001,280,I-1570,285
A3918,19750331-0036,140,I-1570,148
A3919,19900902-0090,100,I-1570,106
A3920,19600529-0021,260,I-1571,240
A3921,19781125-0031,120,I-1571,106
A3922,19610918-0027,260,I-1572,263
A3923,19761020-0044,100,I-1572,98
A3924,19580515-0017,260,I-1573,277
A3925,19770713-0042,120,I-1573,115
A3926,19610620-0006,240,I-1574,248
A3927,19750331-0036,140,I-1574,120
A3928,19930326-0132,120,I-1574,101
A3929,19660630-0020,280,I-1575,292
A3930,19750906-0032,120,I-1575,137
A3931,19901029-0071,140,I-1575,133
A3932,19610620-0006,240,I-1576,225
A3933,19781125-0031,100,I-1576,107
A3934,19930326-0132,120,I-1576,115
A3935,19570828-0008,280,I-1577,295
A3936,19790426-0049,120,I-1577,114
A3937,19600529-0021,260,I-1578,256
A3938,19761009-0055,140,I-1578,141
A3939,19560812-0016,260,I-1579,278
A3940,19781130-0054,120,I-1579,119
A3941,19630126-0001,280,I-1580,269
A3942,19771013-0040,120,I-1580,109
A3943,19620522-0023,240,I-1581,242
A3944,19780815-0047,100,I-1581,93
A3945,19901002-0085,100,I-1581,97
A3946,19580515-0017,280,I-1582,300
A3947,19750122-0056,100,I-1582,96
A3948,19900201-0074,140,I-1582,154
A3949,19580218-0007,280,I-1583,273
A3950,19790708-0041,140,I-1583,133
A3951,19900119-0104,100,I-1583,98
A3952,19690917-0022,260,I-1584,258
A3953,19790708-0041,100,I-1584,85
A3954,19590129-0004,280,I-1585,272
A3955,19770224-0058,100,I-1585,108
A3956,19901108-0087,120,I-1585,126
A3957,19690513-0015,280,I-1586,289
A3958,19761024-0034,120,I-1586,139
A3959,19921208-0097,120,I-1586,103
A3960,19601021-0018,240,I-1587,255
A3961,19781217-0053,100,I-1587,96
A3962,19570826-0012,240,I-1588,256
A3963,19761024-0034,140,I-1588,154
A3964,19570615-0011,240,I-1589,246
A3965,19771013-0040,140,I-1589,151
A3966,19690408-0009,240,I-1590,222
A3967,19750906-0032,100,I-1590,111
A3968,19570826-0012,260,I-1591,265
A3969,19750906-0032,120,I-1591,109
A3970,19920828-0070,120,I-1591,127
A3971,19630126-0001,240,I-1592,253
A3972,19750102-0059,100,I-1592,104
A3973,19630126-0001,240,I-1593,230
A3974,19751018-0039,100,I-1593,112
A3975,19920602-0073,140,I-1593,144
A3976,19570828-0008,240,I-1594,234
A3977,19761020-0044,100,I-1594,87
A3978,19680712-0028,260,I-1595,262
A3979,19790717-0045,120,I-1595,118
A3980,19921123-0108,140,I-1595,146
A3981,19650303-0019,280,I-1596,286
A3982,19751018-0039,140,I-1596,147
A3983,19620424-0026,240,I-1597,238
A3984,19750512-0043,100,I-1597,115
A3985,19901108-0087,140,I-1597,150
A3986,19690917-0022,280,I-1598,277
A3987,19750331-0036,140,I-1598,122
A3988,19610623-0005,240,I-1599,245
A3989,19750705-0033,100,I-1599,83
A3990,19911025-0091,140,I-1599,154
A3991,19580515-0017,260,I-1600,279
A3992,19780815-0047,140,I-1600,154
A3993,19911025-0091,140,I-1600,121
A3994,19560612-0010,280,I-1601,264
A3995,19780424-0057,120,I-1601,114
A3996,19930221-0139,120,I-1601,100
A3997,19630126-0001,280,I-1602,286
A3998,19781217-0053,140,I-1602,122
A3999,19600905-0003,280,I-1603,268
A4000,19781217-0053,140,I-1603,128
A4001,19920602-0073,100,I-1603,93
A4002,19660630-0020,240,I-1604,248
A4003,19790717-0045,100,I-1604,82
A4004,19931231-0099,100,I-1604,98
A4005,19560812-0016,280,I-1605,271
A4006,19780815-0047,100,I-1605,95
A4007,19920504-0093,140,I-1605,133
A4008,19611219-0014,240,I-1606,229
A4009,19790702-0038,120,I-1606,113
A4010,19601021-0018,260,I-1607,276
A4011,19781217-0053,140,I-1607,158
A4012,19600529-0021,280,I-1608,267
A4013,19780317-0052,100,I-1608,84
A4014,19561222-0030,260,I-1609,252
A4015,19751018-0039,140,I-1609,160
A4016,19921123-0108,120,I-1609,106
A4017,19601021-0018,280,I-1610,277
A4018,19790702-0038,120,I-1610,109
A4019,19570615-0011,260,I-1611,246
A4020,19750906-0032,120,I-1611,120
A4021,19930326-0132,140,I-1611,149
A4022,19690917-0022,280,I-1612,270
A4023,19760108-0050,100,I-1612,100
A4024,19920828-0070,140,I-1612,146
A4025,19570615-0011,280,I-1613,299
A4026,19771013-0040,100,I-1613,89
A4027,19901026-0111,100,I-1613,109
A4028,19690408-0009,260,I-1614,268
A4029,19790426-0049,140,I-1614,151
A4030,19600814-0002,240,I-1615,226
A4031,19750705-0033,120,I-1615,129
A4032,19930508-0061,100,I-1615,100
A4033,19570826-0012,240,I-1616,259
A4034,19750512-0043,120,I-1616,106
A4035,19690917-0022,260,I-1617,261
A4036,19760524-0046,120,I-1617,131
A4037,19900701-0113,140,I-1617,140
A4038,19570826-0012,280,I-1618,286
A4039,19780602-0035,100,I-1618,84
A4040,19900128-0095,140,I-1618,128
A4041,19561222-0030,240,I-1619,257
A4042,19780317-0052,120,I-1619,107
A4043,19570828-0008,280,I-1620,262
A4044,19761009-0055,100,I-1620,83
A4045,19910820-0078,140,I-1620,149
A4046,19610620-0006,280,I-1621,281
A4047,19780815-0047,100,I-1621,81
A4048,19690408-0009,260,I-1622,248
A4049,19751018-0039,120,I-1622,128
A4050,19660630-0020,280,I-1623,285
A4051,19770713-0042,120,I-1623,104
A4052,19570828-0008,280,I-1624,294
A4053,19771013-0040,120,I-1624,107
A4054,19590129-0004,240,I-1625,225
A4055,19780602-0035,140,I-1625,148
A4056,19640220-0029,260,I-1626,248
A4057,19780317-0052,120,I-1626,139
A4058,19921218-0101,120,I-1626,133
A4059,19611219-0014,280,I-1627,295
A4060,19760524-0046,140,I-1627,139
A4061,19900801-0130,100,I-1627,103
A4062,19560612-0010,280,I-1628,284
A4063,19790618-0048,100,I-1628,93
A4064,19930829-0082,140,I-1628,151
A4065,19570828-0008,240,I-1629,242
A4066,19781217-0053,140,I-1629,147
A4067,19900902-0090,140,I-1629,143
A4068,19600814-0002,240,I-1630,259
A4069,19750705-0033,100,I-1630,94
A4070,19580515-0017,240,I-1631,241
A4071,19750722-0060,140,I-1631,157
A4072,19900119-0104,100,I-1631,93
A4073,19690917-0022,240,I-1632,228
A4074,19781217-0053,120,I-1632,120
A4075,19910403-0103,100,I-1632,94
A4076,19580515-0017,280,I-1633,264
A4077,19781217-0053,100,I-1633,108
A4078,19910206-0081,100,I-1633,85
A4079,19610623-0005,240,I-1634,251
A4080,19781125-0031,120,I-1634,103
A4081,19600814-0002,240,I-1635,226
A4082,19750331-0036,100,I-1635,116
A4083,19901108-0087,100,I-1635,83
A4084,19590129-0004,240,I-1636,245
A4085,19761024-0034,140,I-1636,151
A4086,19590129-0004,280,I-1637,273
A4087,19780602-0035,120,I-1637,128
A4088,19580218-0007,260,I-1638,253
A4089,19780317-0052,120,I-1638,133
A4090,19921002-0129,140,I-1638,143
A4091,19560705-0025,240,I-1639,246
A4092,19790702-0038,100,I-1639,104
A4093,19900211-0140,140,I-1639,133
A4094,19630126-0001,240,I-1640,242
A4095,19750906-0032,100,I-1640,82
A4096,19920226-0075,120,I-1640,129
A4097,19580515-0017,280,I-1641,281
A4098,19780815-0047,100,I-1641,103
A4099,19910820-0078,100,I-1641,114
A4100,19560812-0016,280,I-1642,263
A4101,19750417-0051,100,I-1642,116
A4102,19921201-0094,140,I-1642,159
A4103,19570828-0008,240,I-1643,232
A4104,19760524-0046,140,I-1643,142
A4105,19910817-0092,100,I-1643,81
A4106,19620831-0024,260,I-1644,246
A4107,19770713-0042,140,I-1644,145
A4108,19900124-0064,120,I-1644,105
A4109,19580515-0017,280,I-1645,284
A4110,19790708-0041,100,I-1645,107
A4111,19561222-0030,240,I-1646,246
A4112,19780424-0057,120,I-1646,130
A4113,19580218-0007,260,I-1647,280
A4114,19751018-0039,140,I-1647,137
A4115,19910403-0103,120,I-1647,138
A4116,19630126-0001,260,I-1648,252
A4117,19780815-0047,100,I-1648,104
A4118,19660630-0020,240,I-1649,255
A4119,19761009-0055,140,I-1649,122
A4120,19900616-0124,120,I-1649,122
A4121,19620522-0023,260,I-1650,266
A4122,19751018-0039,140,I-1650,124
A4123,19560705-0025,240,I-1651,240
A4124,19750122-0056,140,I-1651,152
A4125,19900128-0095,100,I-1651,99
A4126,19570615-0011,260,I-1652,280
A4127,19790702-0038,120,I-1652,106
A4128,19921201-0094,140,I-1652,132
A4129,19610623-0005,280,I-1653,274
A4130,19750906-0032,120,I-1653,127
A4131,19560812-0016,260,I-1654,272
A4132,19750705-0033,100,I-1654,93
A4133,19610918-0027,240,I-1655,225
A4134,19760524-0046,100,I-1655,102
A4135,19920602-0073,100,I-1655,101
A4136,19570826-0012,260,I-1656,276
A4137,19780815-0047,120,I-1656,110
A4138,19921123-0108,100,I-1656,112
A4139,19560705-0025,260,I-1657,251
A4140,19750102-0059,100,I-1657,94
A4141,19600814-0002,280,I-1658,280
A4142,19780602-0035,100,I-1658,113
A4143,19560705-0025,260,I-1659,272
A4144,19780317-0052,120,I-1659,128
A4145,19910403-0103,140,I-1659,142
A4146,19600905-0003,240,I-1660,224
A4147,19781130-0054,120,I-1660,121
A4148,19931118-0062,100,I-1660,115
A4149,19680712-0028,260,I-1661,247
A4150,19750512-0043,120,I-1661,129
A4151,19930512-0117,100,I-1661,92
A4152,19601021-0018,280,I-1662,272
A4153,19750220-0037,120,I-1662,134
A4154,19930709-0100,140,I-1662,144
A4155,19580515-0017,280,I-1663,264
A4156,19761024-0034,140,I-1663,143
A4157,19920122-0065,100,I-1663,119
A4158,19640414-0013,240,I-1664,260
A4159,19780317-0052,120,I-1664,113
A4160,19570826-0012,280,I-1665,283
A4161,19761024-0034,120,I-1665,137
A4162,19600529-0021,240,I-1666,243
A4163,19780815-0047,120,I-1666,123
A4164,19930616-0127,100,I-1666,107
A4165,19660630-0020,240,I-1667,235
A4166,19760108-0050,120,I-1667,127
A4167,19921201-0094,120,I-1667,117
A4168,19620424-0026,240,I-1668,229
A4169,19780317-0052,120,I-1668,137
A4170,19900211-0140,100,I-1668,94
A4171,19620424-0026,260,I-1669,247
A4172,19770713-0042,140,I-1669,158
A4173,19930302-0135,120,I-1669,118
A4174,19620831-0024,280,I-1670,298
A4175,19760108-0050,100,I-1670,114
A4176,19560612-0010,280,I-1671,300
A4177,19750722-0060,140,I-1671,130
A4178,19900902-0090,100,I-1671,109
A4179,19620831-0024,280,I-1672,281
A4180,19751018-0039,120,I-1672,104
A4181,19900701-0113,100,I-1672,109
A4182,19640414-0013,240,I-1673,236
A4183,19780317-0052,120,I-1673,106
A4184,19920505-0115,100,I-1673,113
A4185,19650303-0019,260,I-1674,259
A4186,19771013-0040,120,I-1674,119
A4187,19680712-0028,280,I-1675,275
A4188,19780815-0047,100,I-1675,99
A4189,19920826-0088,100,I-1675,85
A4190,19690513-0015,240,I-1676,243
A4191,19750705-0033,140,I-1676,146
A4192,19931226-0118,100,I-1676,115
A4193,19561222-0030,280,I-1677,266
A4194,19751018-0039,100,I-1677,107
A4195,19600529-0021,280,I-1678,273
A4196,19761020-0044,140,I-1678,143
A4197,19901029-0071,140,I-1678,136
A4198,19570828-0008,240,I-1679,230
A4199,19770224-0058,100,I-1679,101
A4200,19610918-0027,280,I-1680,296
A4201,19781217-0053,140,I-1680,144
A4202,19640414-0013,260,I-1681,267
A4203,19750705-0033,100,I-1681,87
A4204,19640220-0029,240,I-1682,250
A4205,19750705-0033,100,I-1682,93
A4206,19930414-0106,140,I-1682,135
A4207,19660630-0020,260,I-1683,278
A4208,19750102-0059,140,I-1683,158
A4209,19590129-0004,240,I-1684,233
A4210,19790426-0049,120,I-1684,101
A4211,19600814-0002,240,I-1685,225
A4212,19781217-0053,100,I-1685,112
A4213,19901011-0119,120,I-1685,108
A4214,19561222-0030,280,I-1686,282
A4215,19781125-0031,140,I-1686,134
A4216,19610918-0027,240,I-1687,237
A4217,19760108-0050,100,I-1687,99
A4218,19570826-0012,260,I-1688,244
A4219,19770224-0058,120,I-1688,104
A4220,19901219-0125,100,I-1688,113
A4221,19600814-0002,240,I-1689,247
A4222,19750906-0032,120,I-1689,103
A4223,19930829-0082,120,I-1689,132
A4224,19690917-0022,260,I-1690,248
A4225,19760108-0050,140,I-1690,142
A4226,19690917-0022,240,I-1691,239
A4227,19750722-0060,140,I-1691,127
A4228,19910822-0122,100,I-1691,85
A4229,19690917-0022,240,I-1692,258
A4230,19790618-0048,140,I-1692,141
A4231,19900511-0134,140,I-1692,147
A4232,19610620-0006,260,I-1693,247
A4233,19750512-0043,100,I-1693,99
A4234,19600814-0002,280,I-1694,294
A4235,19750722-0060,120,I-1694,120
A4236,19601021-0018,280,I-1695,299
A4237,19790717-0045,140,I-1695,147
A4238,19900818-0116,140,I-1695,153
A4239,19610623-0005,280,I-1696,286
A4240,19770224-0058,120,I-1696,113
A4241,19570826-0012,280,I-1697,263
A4242,19780317-0052,100,I-1697,117
A4243,19900317-0083,140,I-1697,138
A4244,19601021-0018,260,I-1698,249
A4245,19750705-0033,140,I-1698,153
A4246,19630126-0001,240,I-1699,226
A4247,19750122-0056,140,I-1699,155
A4248,19610918-0027,280,I-1700,276
A4249,19761009-0055,120,I-1700,121
A4250,19900211-0140,140,I-1700,131
A4251,19601021-0018,260,I-1701,276
A4252,19771013-0040,140,I-1701,156
A4253,19910206-0081,100,I-1701,94
A4254,19590129-0004,260,I-1702,264
A4255,19761024-0034,100,I-1702,85
A4256,19921002-0129,140,I-1702,153
A4257,19590129-0004,240,I-1703,232
A4258,19751018-0039,120,I-1703,122
A4259,19910404-0102,100,I-1703,110
A4260,19600529-0021,260,I-1704,265
A4261,19780317-0052,100,I-1704,104
A4262,19640220-0029,240,I-1705,240
A4263,19771013-0040,120,I-1705,105
A4264,19900211-0140,140,I-1705,152
A4265,19610623-0005,240,I-1706,245
A4266,19780317-0052,100,I-1706,105
A4267,19921127-0120,120,I-1706,102
A4268,19570828-0008,240,I-1707,239
A4269,19781217-0053,100,I-1707,84
A4270,19620831-0024,240,I-1708,224
A4271,19751018-0039,100,I-1708,112
A4272,19560812-0016,280,I-1709,271
A4273,19790702-0038,120,I-1709,102
A4274,19570615-0011,260,I-1710,279
A4275,19790426-0049,120,I-1710,136
A4276,19930906-0110,120,I-1710,127
A4277,19570615-0011,240,I-1711,253
A4278,19750906-0032,120,I-1711,131
A4279,19900801-0130,140,I-1711,144
A4280,19690917-0022,260,I-1712,269
A4281,19750331-0036,120,I-1712,133
A4282,19650303-0019,280,I-1713,289
A4283,19780424-0057,100,I-1713,113
A4284,19680712-0028,280,I-1714,292
A4285,19760108-0050,100,I-1714,91
A4286,19901219-0125,100,I-1714,116
A4287,19580218-0007,240,I-1715,232
A4288,19780602-0035,120,I-1715,101
A4289,19931118-0062,100,I-1715,90
A4290,19610623-0005,280,I-1716,282
A4291,19760524-0046,100,I-1716,111
A4292,19561222-0030,280,I-1717,300
A4293,19790618-0048,100,I-1717,81
A4294,19910820-0078,120,I-1717,124
A4295,19690513-0015,260,I-1718,266
A4296,19750705-0033,140,I-1718,155
A4297,19910122-0077,140,I-1718,122
A4298,19590129-0004,260,I-1719,259
A4299,19761024-0034,120,I-1719,134
A4300,19690408-0009,240,I-1720,252
A4301,19750102-0059,120,I-1720,129
A4302,19931212-0079,120,I-1720,101
A4303,19610623-0005,260,I-1721,241
A4304,19750705-0033,100,I-1721,105
A4305,19660630-0020,280,I-1722,295
A4306,19750705-0033,120,I-1722,115
A4307,19900307-0105,120,I-1722,110
A4308,19570828-0008,260,I-1723,258
A4309,19750417-0051,100,I-1723,116
A4310,19600529-0021,260,I-1724,241
A4311,19780317-0052,120,I-1724,108
A4312,19630126-0001,280,I-1725,269
A4313,19760108-0050,140,I-1725,149
A4314,19920316-0107,120,I-1725,125
A4315,19610918-0027,280,I-1726,283
A4316,19750417-0051,100,I-1726,85
A4317,19900430-0112,140,I-1726,150
A4318,19580515-0017,260,I-1727,279
A4319,19790702-0038,140,I-1727,128
A4320,19690513-0015,260,I-1728,278
A4321,19760524-0046,120,I-1728,137
